FID,RDNAME,RDNAME2,HWY_NUM,AADTT16,VOG_WGT,VOG16,SHAPE_Length
7924,Pembroke St E,Highway 148,148,328,79814,112000,0.0155646771851518
7925,County Road 2, ,2,0,0,0,0.00416766333967043
7926,Desjardins Street, ,64,224,654809,712000,0.00534637352437791
7927,Highway 7,Highway 35,35,291,430536,1152000,0.0237980835181607
7928,Highway 35, ,35,174,64614,145000,0.0443203292814313
7929,Highway 12, ,12,337,143451,1164000,0.0154875407028841
7930,County Road 2, ,2,0,0,0,0.0602196211430704
7931,Hwy 37, ,37,236,1425327,4904000,0.0194541250443946
7932,Hwy 37, ,37,236,1425327,4904000,0.00609364250651861
7933,Highway 627, ,627,30,55535,6000,0.0773972881929761
7934,Bovaird Dr W,King's Highway 7,7,0,0,0,0.0110042332532364
7935,Highway 118, ,118,37,28854,33000,0.0490618257447858
7936,Highway 118, ,118,55,12618,349000,0.0445883812486875
7937,Hwy 62,King's Highway 62,62,362,127015,594000,0.0158492913663228
7938,Medora Street, ,118,0,0,0,0.0176688104970717
7939,Elizabeth Street,Highway 592,592,61,4461,10000,0.0675225873611126
7940,Highway 28, ,28,301,445652,128000,0.0201608660694744
7941,Highway 28, ,28,218,577500,183000,0.177993980645292
7942,Loyalist Pky,County Road 33,33,0,0,0,0.0435253173649353
7943,Hwy 62,King's Highway 62,62,63,67584,699000,0.0233892833479713
7944,Hwy 62,King's Highway 62,62,66,67584,699000,0.00804150225787372
7945,Bloomfield Main St,Highway 33,33,287,74207,708000,0.0212522651544409
7946,Riverside Pky,Highway 33,33,0,0,0,0.00239713481479335
7947,County Road 33, ,33,0,0,0,0.0263292991774169
7948,Hwy 62,King's Highway 62,62,184,203676,735000,0.0183845205546158
7949,Hwy 62,King's Highway 62,62,292,203676,735000,0.0092977670296123
7950,Dundas St W,County Road 2,2,0,0,0,0.00462384448431107
7951,Cannifton Rd,Highway 37,37,0,0,0,0.00997971888962359
7952,Hwy 62,King's Highway 62,62,380,127015,594000,0.0143293715572165
7953,Hwy 37, ,37,243,1425327,4904000,0.00785989932595853
7954,Queen St E,Regional Road 7 W,7,0,0,0,0.000176504957404375
7955,Queen Elizabeth Way E, ,1,5016,33418737,132839000,0.0168149607869453
7956,County Road 2,Highway 2,2,0,0,0,0.0531336342983499
7957,County Road 49,Highway 49,49,0,0,0,0.0372704111545891
7958,Hwy 37, ,37,243,1425327,4904000,0.0144867883080192
7959,Bridge Street,Hwy 41,41,131,351276,1045000,0.0112674601394804
7960,Tc Hwy, ,17,528,4768793,20205000,0.0276397941774554
7961,County Road 3,Talbot Trail,3,0,0,0,0.00933180462863498
7962,Highway  631, ,631,55,428381,69000,0.0626671522164288
7963,Highway 65, ,65,198,1322980,1349000,0.0701517626675459
7964,Hwy 132, ,132,134,31857,117000,0.0386492032016226
7965,Hwy 6,King's Highway 6,6,159,0,0,0.0111567391480696
7966,None, ,600,10,2633,3000,0.00151109974167194
7967,Tc Hwy E, ,417,4102,10275123,27757000,0.00523303211047131
7968,Highway 11, ,11,251,326076,860000,0.0246103434258578
7969,Highway 15, ,15,216,372761,662000,0.00756723911033023
7970,Highway 600, ,600,5,0,0,0.208441960950275
7971,Duke Street, ,594,0,0,0,0.00621562806331261
7972,Broadway St,County Road 21,21,0,0,0,0.0221922610550196
7973,Highway 17, ,17,726,8058484,53668000,0.00153719698198525
7974,Highway 17, ,17,528,4471950,32933000,0.859517140808868
7975,Highway 613, ,613,6,0,0,0.101636414755765
7976,Highway 51,Yonge St,11,0,0,0,0.000752465390892492
7977,Highway 11, ,11,121,634844,1882000,0.0920936079588321
7978,Highway 516, ,516,144,2129,9000,0.049724182148574
7979,Highway 15, ,15,143,194137,410000,0.00898809170141775
7980,Highway 599, ,599,24,485869,554000,0.06285893152121
7981,Highway 599, ,599,26,485869,554000,0.00580911079213194
7982,Highway 595, ,595,25,21509,5000,0.115816553037686
7983,Highway 588, ,588,27,29434,2000,0.0257175517613333
7984,Barrie Drive, ,130,67,133156,127000,0.0451671221083172
7985,Dundas St W,King's Highway 62,62,0,0,0,0.00553045457055183
7986,County Road 21,Hwy 21,21,0,0,0,0.014896669850969
7987,Hwy 33,Bridge St,33,7,5965,28000,0.0225942544193596
7988,Highway 11, ,11,375,4554623,27462000,0.438202850493463
7989,Trans Canada Highway, ,17,453,4684114,33101000,1.08965895645256
7990,Highway 17, ,17,443,4465359,33550000,0.0113600596233088
7991,Highway 17, ,17,422,4798285,34125000,0.10381632281993
7992,Highway 10, ,10,197,690715,1522000,0.026708496443208
7993,Highway 519, ,519,0,0,0,0.0185102169608958
7994,Highway 519, ,519,10,50720,25000,0.08443052941978
7995,Hwy 37, ,37,243,1425327,4904000,0.0103497999725216
7996,Hwy 93,Highway 93,93,339,1232979,3275000,0.0100637909228042
7997,Tc Hwy, ,17,478,4777938,20240000,0.0827196646837085
7998,Ontario St,King's Highway 8,8,0,0,0,0.00258047431648389
7999,Hwy 93, ,93,516,1551810,3557000,0.0203324022930616
8000,Highway 17, ,17,74,45087,53000,0.00312955965973182
8001,County Road 41, ,41,0,0,0,0.0224866457910999
8002,Highway 7, ,7,330,3072119,8779000,0.0840898834504614
8003,Highway 12, ,12,401,1056719,898000,0.179087573401361
8004,Round Lake Rd,County Road 58,148,0,0,0,0.0286023036650991
8005,Highway 15, ,15,143,194137,410000,0.0129589404138966
8006,Highway 35, ,35,197,111452,127000,0.0270093707753408
8007,County Road  48, ,48,0,0,0,0.0943085029166707
8008,Highway 35, ,35,211,453425,1375000,0.00836221308829388
8009,Hwy 93,Highway 93,93,516,1551810,3557000,0.0244841958216794
8010,Highway 28, ,28,212,476220,773000,0.00916130343767092
8011,Sykes St S,Hwy 26,26,0,0,0,0.0142930711103828
8012,County Road 21,Hwy 21,21,0,0,0,0.0107937768846431
8013,Dunnville Rd,King's Highway 3,3,89,228179,951000,0.0190502575655618
8014,Highway 12,Tc Hwy,12,168,684116,1664000,0.0123699039507628
8015,Portage Road, ,48,0,0,0,0.108415942458029
8016,Hwy 6,Walker St,6,262,11506,25000,0.00754216098696359
8017,Highway 11, ,11,846,7810368,30453000,0.143718473338832
8018,Highway 35, ,35,246,371712,239000,0.0047466839125879
8019,Hwy 26, ,26,272,1131093,4257000,0.0112435999203943
8020,Hwy 26, ,26,763,5896891,7643000,0.00783724879833715
8021,Hwy 93, ,93,516,1551810,3557000,0.0017068762832178
8022,Tc Hwy W,King's Highway 417 W,417,4953,14101735,46911000,0.00395853465413972
8023,Highway 559 West, ,559,251,69290,525000,0.0071529014102263
8024,Highway 144, ,144,254,828696,9313000,0.00864974011021751
8025,Highway 7,Tc Highway,7,432,555938,1362000,0.0250044572653024
8026,Imperial Street, ,64,0,0,0,0.00578608746048678
8027,Highway 15, ,15,216,372761,662000,0.00440430719701758
8028,Highway 10, ,10,389,1356100,2612000,0.0181559712645382
8029,Trenton St,County Road 33,33,0,0,0,0.022894007122607
8030,None, ,571,0,0,0,0.000776134606375044
8031,Plank Rd,County Road 19,19,0,0,0,0.0180666752667166
8032,Highway 61, ,61,468,503693,1220000,0.0142799576804677
8033,New Pukaskwa Road, ,627,30,55535,6000,0.0234810104537776
8034,2nd Line East, ,550,0,0,0,0.00484668911769808
8035,Highway 24, ,24,452,2107031,3454000,0.0489336707661538
8036,Highway 599, ,599,23,485869,554000,0.0301590413184823
8037,Ferry St, ,20,0,0,0,0.00928708151022851
8038,Main St S,Highway 10,10,0,0,0,0.00374469717756391
8039,Highway 535, ,535,636,2751673,13402000,0.0833295832662245
8040,Highway 101, ,101,0,0,0,0.0698021242603114
8041,Algonquin Boulevard West, ,101,0,0,0,0.0135373793006506
8042,Hwy 7a, ,7,406,478924,184000,0.0129152373241836
8043,Bloor St W,Hwy 5,5,0,0,0,0.00164080304745194
8044,Highway 7,Tc Highway,7,547,375070,398000,0.00875688671809051
8045,County Road 2,Highway 2,2,0,0,0,0.0176598319978208
8046,Highway 17, ,17,764,7944343,53254000,0.189056371389179
8047,Highway 17a, ,17,104,464141,1225000,0.00702158330301048
8048,Highway 17a, ,17,659,9495452,37201000,0.103257278322375
8049,Highway 7,Victoria St N,7,428,681374,3186000,0.00629732180036699
8050,Highway 596, ,596,10,12370,1000,0.0570661360776342
8051,Highway 11, ,11,137,609670,49000,0.149714451040399
8052,Highway 17a, ,17,694,7979173,53258000,0.0817489460367898
8053,Highway 124, ,124,121,436733,305000,0.189834578947249
8054,Hurontario St,Highway 10,10,0,0,0,0.0061899187474006
8055,Dog Lake Road,Hwy 589,589,96,27021,64000,0.0369199731224932
8056,Highway 591, ,591,46,0,0,0.0826064328613154
8057,Highway 11,Highway 17,17,669,7393129,40860000,0.379422607413403
8058,County Road 2, ,2,0,0,0,0.0332282809627434
8059,Lakeview Drive, ,17,0,0,0,0.0268219500004731
8060,Stewart St, ,60,0,0,0,0.0113653853544156
8061,Highway 427 Collector, ,427,12427,43699291,111915000,0.0129153711708332
8062,Highway 11,Highway 17,17,574,7358870,42157000,0.182218505826928
8063,Highway 584, ,584,17,29232,72000,0.185492170791234
8064,Regional Road 20,Hwy 20,20,0,0,0,0.0041749051769175
8065,Hwy 35,King's Highway 35,35,225,696393,2502000,0.0125878886762389
8066,Highway 118, ,118,0,0,0,0.0631881795273067
8067,Highway 427 Expy, ,427,11835,36194482,120811000,0.00660194725023884
8068,Highway 403 W,Queen Elizabeth Way W,1,7489,48941776,144576000,0.00657939480497204
8069,Highway 17, ,17,472,4798285,34125000,0.246442608230153
8070,Highway 584, ,584,0,0,0,0.0404758494970287
8071,2nd Line East, ,550,0,0,0,0.0105546101230191
8072,Alma St,King's Highway 7,7,431,547413,1809000,0.0156167868475853
8073,Lakeview Drive, ,17,0,0,0,0.00560516363066783
8074,Highway 410 N, ,410,7336,39085003,122706000,0.00693465173921755
8075,Highway 17, ,17,407,4798285,34125000,0.219584525758599
8076,Highway 101, ,101,89,68558,177000,0.0494448457698375
8077,Highway 547, ,547,16,30950,37000,0.0363577166593318
8078,Highway 24, ,24,432,2055868,3435000,0.00570434248342339
8079,Highway 28, ,28,374,444560,742000,0.0107647778341633
8080,Highway 130, ,130,67,121354,105000,0.0275332751067225
8081,County Rd 2, ,2,0,0,0,0.0625116081156573
8082,Loyalist Pky,County Road 33,33,0,0,0,0.0201430339929773
8083,Highway 64, ,64,43,44776,189000,0.170567286268945
8084,West St,Regional Road 20,20,0,0,0,0.0100604392755467
8085,Richmond St,King's Highway 4,4,0,0,0,0.00146433742110468
8086,Central Ave, ,3,0,0,0,0.00112259654132116
8087,County Rd 2, ,2,0,0,0,0.0618267277792508
8088,Highway 4,Main St,4,162,162522,333000,0.0511618352481438
8089,Kingston Rd,Highway 2,2,0,0,0,0.00998803872130265
8090,Highway  631, ,631,55,428381,69000,0.0535048648758736
8091,Highway  631, ,631,13,78117,76000,0.0321325146778013
8092,Highway  631, ,631,55,428381,69000,0.0474617404731423
8093,Highway 663, ,663,76,538851,136000,0.0497910286929844
8094,Sykes St N,Hwy 26,26,236,24523,43000,0.0195606659432709
8095,Highway 108, ,108,0,0,0,0.00693511701577964
8096,Highway 529, ,529,5,11194,31000,0.022469350940305
8097,Highway 69, ,69,662,9208331,41036000,0.0649708053021785
8098,None, ,69,639,9208331,41036000,0.0661196959321553
8099,Highway 409 W, ,409,0,0,0,0.00384964134791303
8100,Hwy 7a, ,7,406,478924,184000,0.0367404050729363
8101,Hwy 35,King's Highway 35,35,395,1251243,5660000,0.00697290700113587
8102,Queen Elizabeth Way E, ,1,5758,37541294,136767000,0.0200968438899083
8103,Highway 118 W, ,118,139,12618,349000,0.116372487006312
8104,Union St, ,15,353,124937,371000,0.0518609127288613
8105,Highway 518, ,518,140,8416,18000,0.513462684957499
8106,Hwy 33, ,33,17,5965,28000,0.0554358832127714
8107,Hwy 62, ,62,252,192779,631000,0.0254561708897778
8108,County Road 2, ,2,0,0,0,0.015141950039717
8109,Highway 6,King's Highway 6,6,246,876654,3272000,0.029727706331783
8110,Highway 6, ,6,339,1187173,1737000,0.0227894726540807
8111,Highway 35, ,35,326,508301,1466000,0.00868776707791692
8112,Highway 141, ,141,101,129114,177000,0.00212525465238562
8113,Hwy 17, ,17,90,38191,6000,0.0339800307501109
8114,Highway 144, ,144,254,828696,9313000,0.0358959711492582
8115,None, ,656,9,0,0,0.00568424282450654
8116,Highway 607, ,607,33,44776,189000,0.0387534727623289
8117,Highway 522, ,522,19,0,0,0.0238895166960814
8118,Highway 404 N, ,404,2288,19144842,25062000,0.028267998727405
8119,Kingston Rd,Highway 2,2,0,0,0,0.000657221499910817
8120,Highway 108, ,108,194,242581,2449000,0.0226707558056834
8121,Imperial Street North, ,553,2,0,0,0.0171864380267663
8122,Rimi Lake Road,Hwy 581,581,97,0,0,0.0333403712956993
8123,Regional Road 54,Hwy 58,58,0,0,0,0.00604977187576605
8124,Clifton Hill, ,20,0,0,0,0.00345914520386891
8125,Hwy 60, ,60,255,1144889,1729000,0.0362441330711269
8126,Prince Charles Dr,Regional Road 54,58,0,0,0,0.00224675401246725
8127,Highway 547, ,547,16,30950,37000,0.00346189146526848
8128,Highway 11, ,11,157,468918,442000,0.133319396478644
8129,Highway 611, ,611,27,0,0,0.128907335304001
8130,Highway 11, ,11,0,0,0,0.0264536547362156
8131,Talbot Line,King's Highway 3,3,363,1260956,3688000,0.0182145768460879
8132,Kingston Rd,Highway 2,2,0,0,0,0.000619556292845747
8133,Yonge St, ,11,0,0,0,0.000743616164440363
8134,Plank Rd,County Road 19,19,0,0,0,0.0249789206711057
8135,Plank Line,King's Highway 19,19,448,1913961,6162000,0.00544036368032145
8136,Regional Hwy 19,Hwy 19,19,0,0,0,0.0298594172387796
8137,Highway 21,Bluewater Hwy,21,177,302761,542000,0.0120635062393443
8138,Essa Rd,Hwy 27,11,0,0,0,0.00308038070696816
8139,Highway 401 E,Macdonald-Cartier Fwy E,401,0,0,0,0.000125207236190932
8140,Highway 7,Tc Highway,7,472,2422162,5861000,0.0169384061797375
8141,Loyalist Pky,County Road 33,33,0,0,0,0.00423341446343844
8142,Hwy 60, ,60,170,327311,1050000,0.0339177166218553
8143,Highway 6,King's Highway 6,6,343,1134213,1712000,0.0177113538955024
8144,County Road 19,Hwy 19,19,0,0,0,0.00737250497063182
8145,Essa Rd,Hwy 27,11,0,0,0,0.0138856562590105
8146,Highway 579, ,579,18,0,0,0.196805860724331
8147,County Road 2,Highway 2,2,0,0,0,0.0052663154574082
8148,Highway 40, ,40,295,583209,903000,0.0123980842331301
8149,Highway 35, ,35,378,521942,1490000,0.00435777954560962
8150,Highway 519, ,519,58,214880,165000,0.0257113056186602
8151,Queen Elizabeth Way W, ,1,4942,34357082,99942000,0.0105102411828248
8152,Norman Drive, ,596,0,0,0,0.0190530322565153
8153,Yonge St, ,11,0,0,0,0.000691551499135498
8154,Simcoe County Road 4,Yonge St,11,0,0,0,0.0129057820928766
8155,Highway 34, ,34,449,428174,539000,8.76584279596076e-05
8156,Secord Road, ,7042,11,12779,300000,0.00168154115028676
8157,Dundas St,Regional Road 5,5,0,0,0,0.0215119382466043
8158,Highway 34, ,34,449,428174,539000,7.16928727429348e-05
8159,Greenwood Bridge Road, ,562,5,17819,44000,0.0857579722095668
8160,Garrison Rd,Regional Road 3,3,0,0,0,0.0094765965967177
8161,Highway 11, ,11,707,7047648,30237000,0.0045148677777675
8162,Canboro Rd,Regional Road 20,20,0,0,0,0.000377383900017746
8163,Highway 118, ,118,40,136186,194000,0.160427023611837
8164,Highway 8,King's Highway 7,7,990,2716687,5960000,0.00916906194385236
8165,Highway 20, ,20,0,0,0,0.00352783695938836
8166,Highway 8,King's Highway 7,7,741,2716687,5960000,0.000570788286473594
8167,Raglan St S, ,60,0,0,0,0.000658751083488434
8168,Highway 6, ,6,306,978968,973000,0.0269670029805365
8169,Highway 8,King's Highway 7,7,1347,3407543,6842000,0.00928634346729245
8170,Canboro Rd,Regional Road 20,20,0,0,0,0.0217024745923753
8171,Highway 62, ,62,204,573042,502000,0.0727615185520866
8172,Highway 24, ,24,432,1217528,2672000,0.0128001091348381
8173,Highway 61, ,61,101,441816,1751000,0.012686881660807
8174,Brant Rd,King's Highway 24,24,755,1195332,5323000,0.019928589055727
8175,Highway 64, ,64,51,44776,189000,0.0298130017697315
8176,Bloor St W,Hwy 5,5,0,0,0,0.00648594406513087
8177,Hwy 9, ,9,917,4383533,6472000,0.0153161896723442
8178,Yonge St,County Road 1,11,0,0,0,0.00372200506718726
8179,Bloor St W,Hwy 5,5,0,0,0,0.00600595051993447
8180,Highway 101, ,101,69,630678,1477000,0.603817884597312
8181,Forks Rd,King's Highway 3,3,191,356244,925000,0.000445495230066544
8182,Highway 11,Highway 17,17,1197,11305073,40807000,0.000818405995425368
8183,Highway 600, ,600,6,0,0,0.0933146738805623
8184,Hwy 89,Highway 89,89,477,3707685,17007000,0.0127467131950312
8185,Highway 11, ,11,151,895899,345000,0.251512110159262
8186,Highway 17, ,17,582,8068252,37411000,0.111674939013465
8187,King St S,Hwy 89,89,0,0,0,0.00285179662664507
8188,Highway 10,Hwy 24,10,584,2769461,4224000,0.0277667680512932
8189,Highway 60, ,60,28,43315,67000,0.231135981339598
8190,Highway 11, ,11,263,3610328,18821000,0.133153647753851
8191,None, ,627,30,55535,6000,0.00410741027571503
8192,Highway 11, ,17,461,3201321,12516000,0.0219220040411248
8193,Dundas St W,Regional Road 5,5,0,0,0,0.00701261184298108
8194,2nd Line West, ,550,0,0,0,0.00145009054136051
8195,None, ,527,0,0,0,0.000639762285499693
8196,Highway 11, ,11,303,4698700,28681000,0.0449662211368451
8197,Bloor St W,Hwy 5,5,0,0,0,0.00246308407977969
8198,Yonge St, ,11,0,0,0,0.00244321430992906
8199,Bloor St E,Hwy 5,5,0,0,0,0.00136193762853626
8200,Highway  631, ,631,55,428381,69000,0.0223488525871163
8201,Highway 2 E, ,2,0,0,0,0.0177752434603825
8202,Yonge St, ,11,0,0,0,0.000226373585053291
8203,Yonge St, ,11,0,0,0,0.00195111301571567
8204,Dundas St W,Hwy 5,5,0,0,0,0.0171898131497906
8205,Dundas St W,Hwy 5,5,0,0,0,0.00828458584314034
8206,Yonge St, ,11,0,0,0,0.00178770830955295
8207,Dundas St W,Hwy 5,5,0,0,0,0.00492115436567901
8208,Dundas St W,Hwy 5,5,0,0,0,0.0011159020835121
8209,Bloor St W,Hwy 5,5,0,0,0,0.00479513343587061
8210,Yonge St,County Road 1,11,0,0,0,0.0151259312265344
8211,Regional Road 7, ,7,0,0,0,0.00707906558030681
8212,Hwy 9,Davis Drive West,9,0,0,0,0.00224805062491886
8213,Yonge St,County Road 1,11,0,0,0,0.0130513392928744
8214,Yonge St, ,11,0,0,0,0.00120333706419512
8215,Yonge St,County Road 1,11,0,0,0,0.00215722595616227
8216,Regional Road 7,Highway 7,7,0,0,0,0.00493978771566151
8217,Main St E,King's Highway 3,3,225,584691,1218000,0.0023402607375675
8218,Highway 6,King's Highway 6,6,131,178560,351000,0.0818268551310101
8219,Danforth Ave,Hwy 5,5,0,0,0,0.00866736034373627
8220,Danforth Ave,Hwy 5,5,0,0,0,0.00508488643567543
8221,Regional Hwy 2,Highway 2,2,0,0,0,0.00938289747505563
8222,Baldwin St,King's Highway 7,7,642,409043,779000,0.000464346853149452
8223,Highway 11,Highway 17,17,1187,13425515,48020000,0.00459961758388326
8224,County Road 2,Highway 2,2,0,0,0,0.00766571793898245
8225,Yonge St,Simcoe County Road 4,11,0,0,0,0.0128901434694809
8226,Yonge St,Simcoe County Road 4,11,0,0,0,0.0128122263855699
8227,Simcoe County Road 4,Yonge St,11,0,0,0,0.012652638521416
8228,Highway 7, ,7,311,2335128,5351000,0.0136797667865058
8229,Highway 48,King's Highway 48,48,614,907663,666000,0.00724700613093871
8230,Highway 48,King's Highway 48,48,600,907663,666000,0.00630675921305139
8231,Secord Road, ,7042,11,1452,6000,0.00312196264581708
8232,Hwy 48,King's Highway 48,48,410,275930,887000,0.0312034567285527
8233,Ramp, ,537,68,34042,200000,0.00152107257798252
8234,Highway 69 S, ,69,0,0,0,0.000168999000038639
8235,Perry Road, ,518,60,0,0,0.0972598747672068
8236,Hwy 35,King's Highway 35,35,395,1251243,5660000,0.0103762294626791
8237,Hwy 35,King's Highway 35,35,395,1251243,5660000,0.00698904302592017
8238,Hwy 7a, ,7,406,478924,184000,0.0074502477524917
8239,Hwy 7a,Moore Dr,7,400,860450,431000,0.00248580168154825
8240,Highway 7,Tc Highway,7,897,2639018,6786000,0.0108304377448989
8241,Highway 7,Tc Highway,7,475,2422162,5861000,0.0168021785730302
8242,Highway 7,Tc Highway,7,618,2421350,5860000,0.0168863380902858
8243,County Road 2, ,2,0,0,0,0.00537592034134577
8244,Tc Hwy, ,17,476,4264131,16370000,0.0181547087608596
8245,Hwy 132, ,132,116,31857,117000,0.0246608541615266
8246,Highway 7, ,7,540,2596278,7474000,0.0075545817703001
8247,Beckwith St N, ,15,0,0,0,0.00332123836094067
8248,County Road 2, ,2,0,0,0,0.000239354126770022
8249,Markham Rd, ,48,0,0,0,0.00621475575093722
8250,Elginfield Rd,King's Highway 7,7,172,393950,1454000,0.00220033610433916
8251, , ,63,0,0,0,0.000992134078655596
8252,Wharncliffe Rd S,King's Highway 4,4,0,0,0,0.000649295835458221
8253,Wharncliffe Rd S,King's Highway 4,4,0,0,0,0.000343145741617674
8254,Highway 3, ,3,454,1051082,3668000,0.0133987085965652
8255,Highway 3, ,3,503,1158891,3755000,0.0349486402845069
8256,Regional Road 24, ,24,0,0,0,0.0098717443533446
8257,Hwy 33, ,33,39,0,0,0.0297768033425365
8258,County Road 2,Highway 2,2,0,0,0,0.0122863947513098
8259,Highway 7a, ,7,339,518859,237000,0.0336613789459945
8260,Hwy 62,King's Highway 62,62,362,127015,594000,0.0033486635686525
8261,River Rd,Highway 41,41,0,0,0,0.00536971560065641
8262,Highway 7, ,7,330,3072119,8779000,0.027623524927282
8263,Hwy 60, ,60,210,246358,765000,0.00240023653919092
8264,Highway 15, ,15,266,361043,616000,0.0252584743568303
8265,Victoria St N,King's Highway 7,7,0,0,0,0.00670107420417989
8266,Edna St,King's Highway 7,7,0,0,0,0.00020235685311601
8267,St David St N,King's Highway 6,6,0,0,0,0.0107776938060346
8268,Highway 6, ,6,400,1923289,6113000,0.0016843448346538
8269,Dundas St W,Hwy 5,5,1011,1693000,1770000,0.027165288821712
8270,Highway 8, ,8,443,877931,1656000,0.0320430615272491
8271,Highway 8, ,8,443,877931,1656000,0.00714304965152015
8272,Highway 8, ,8,443,877931,1656000,0.00160519242025018
8273,Highway 6,Queen St,6,789,4218844,15414000,0.00732762565666138
8274,Dundas St W,Hwy 5,5,893,1498691,1091000,0.00482952670788315
8275,Highway 6, ,6,901,3998380,15426000,0.000691968207385385
8276,Highway 6, ,6,916,4189825,15532000,0.00276375304831315
8277,Brock St N,Regional Road 12,12,0,0,0,0.000424083803068167
8278,Centennial Pky S,Hwy 20,20,0,0,0,0.00903965199665998
8279,Regional Road 20,Hwy 20,20,0,0,0,0.00943464000721817
8280,Hurontario St,Highway 10,10,1257,667165,1559000,0.00126052568398012
8281,Dundas St,Regional Road 5,5,983,199418,11000,0.0213985333963557
8282,Dundas St E,Regional Road 5,5,977,3861215,2435000,0.0104887783582615
8283,Highway 6,King's Highway 6,6,644,4080644,15028000,0.00717958921718217
8284,Highway 600, ,600,5,0,0,0.0220072053758254
8285,Main St,Hwy 8,8,0,0,0,0.00198123755870645
8286,Main St W,Hwy 8,8,0,0,0,0.00105202841784877
8287,Dundas St,Regional Road 5,5,718,96412,382000,0.0205981143701126
8288,Dundas St E,Regional Road 5,5,0,0,0,0.00490295017472969
8289,Regional Hwy 2,Highway 2,2,0,0,0,0.00030920058213932
8290,Highway 599, ,599,26,485869,554000,0.00196758651853167
8291,Regional Hwy 2,Highway 2,2,0,0,0,0.00414377912590175
8292,Regional Hwy 2,Highway 2,2,0,0,0,0.0121028385552146
8293,Regional Hwy 2,Highway 2,2,0,0,0,0.0170004263262572
8294,County Road 2,Highway 2,2,0,0,0,0.00143330481266723
8295,County Road 2,Highway 2,2,0,0,0,0.00123013169944908
8296,County Road 2,Highway 2,2,0,0,0,0.0204067104779589
8297,County Road 2,Highway 2,2,0,0,0,0.0288039226271779
8298,County Road 2,Highway 2,2,0,0,0,0.0104832989829301
8299,Highway 12, ,12,236,1674000,2462000,0.0267838513196594
8300,Yonge St,Simcoe County Road 4,11,0,0,0,0.0124417068972869
8301,Hurontario St,Highway 10,10,1257,667165,1559000,0.0135550050260764
8302,Hwy 9,Davis Drive West,9,0,0,0,0.00870263455209201
8303,Yonge St,County Road 1,11,0,0,0,0.00985350091298474
8304,Yonge St,County Road 1,11,0,0,0,0.00518572833208127
8305,Albert St S,King's Highway 21,21,0,0,0,0.00625405513154035
8306,Highway 21, ,21,241,125241,803000,0.0254154644615685
8307,Highway 6,King's Highway 6,6,210,564635,1744000,0.0169288199267663
8308,Highway 69 S, ,69,0,0,0,0.00327201008555283
8309,Highway 552 E, ,552,22,0,0,0.0140155819685258
8310,Highway 11 & 101, ,11,632,7832056,31756000,0.0859933300914008
8311,Forks Rd,King's Highway 3,3,191,356244,925000,0.00990752951656393
8312,Queen St E,Regional Road 7,7,0,0,0,0.0040384910075287
8313,Regional Hwy 2,Highway 2,2,0,0,0,0.00567815189830591
8314,Bloor St W,Hwy 5,5,0,0,0,0.00753073916224774
8315,County Rd 2, ,2,0,0,0,0.00457322525968714
8316,County Road 2,Highway 2,2,0,0,0,0.00894350158065788
8317,County Road 2,Highway 2,2,0,0,0,0.00203919202281872
8318,County Road 2,Highway 2,2,0,0,0,0.0201451115458533
8319,Highway 7, ,7,646,292167,941000,0.00104812375128614
8320,Main St N,King's Highway 7,7,0,0,0,0.00550544316435867
8321,Highway 118 W, ,118,162,30804,35000,0.000913886717289291
8322,Highway 7,Tc Highway,7,950,2621832,6628000,0.000990826927322449
8323,Portage Road, ,48,0,0,0,0.066709805525851
8324,Highway 7a, ,7,692,637344,691000,0.0298439605090141
8325,Highway 7a, ,7,336,518859,237000,0.0149925530226681
8326,Highway 7a, ,7,339,518859,237000,0.00734425377836003
8327,Highway 7,Tc Highway,7,316,438406,1268000,0.00880800432358811
8328,Highway 35, ,35,378,521942,1490000,0.0064910028365483
8329,Highway 7,Highway 35,35,430,444883,1211000,0.00105489615222718
8330,Highway 592, ,592,8,0,0,0.019793096462389
8331,Highway 48,King's Highway 48,48,594,918083,697000,0.00951273655606098
8332,Highway 7,Tc Highway,7,456,555938,1362000,0.0217775658347663
8333,Highway 7,Tc Highway,7,547,375070,398000,0.00373847775300043
8334,Highway 7,Tc Highway,7,499,527844,1274000,0.00983410305796597
8335,Highway 7,Tc Highway,7,945,2625247,6670000,0.0160583258469019
8336,Highway 608, ,608,13,0,0,0.139549948813066
8337,County Road 49,Highway 49,49,0,0,0,0.000399401602396545
8338,Dundas St E,County Road 2,2,0,0,0,0.0213892528016162
8339,Dundas St E,County Road 2,2,0,0,0,0.000259401233606155
8340,Dundas St W,County Road 2,2,0,0,0,0.0147101817920013
8341,Highway 7,Tc Highway,7,432,555938,1362000,0.0130679071987639
8342,Dundas St W,King's Highway 62,62,0,0,0,0.000507052263559874
8343,Pinnacle St,King's Highway 62,62,0,0,0,0.00297914570507189
8344,Pinnacle St,King's Highway 62,62,0,0,0,0.00124458092222879
8345,Hwy 37, ,37,336,1559127,4204000,0.00753855188690102
8346,Dawson Road, ,102,613,6660383,44390000,0.0247834961834423
8347,Highway 23,Hwy 89,23,252,571992,1181000,0.0186759478103042
8348,Highway 23,Hwy 89,23,252,571992,1181000,0.01760079995763
8349,Highway 23,Highway 23,23,178,1488884,1972000,0.00149387683562671
8350,Hwy 9, ,9,565,996498,1397000,0.0048624554254239
