FID,RDNAME,RDNAME2,HWY_NUM,AADTT16,VOG_WGT,VOG16,SHAPE_Length
2474,Highway 15, ,15,339,279397,371000,0.00127282049009469
2475,Highway 8,King's Highway 7,7,1123,5568052,14084000,0.0159547633383186
2476,Highway 6,King's Highway 6,6,232,127210,55000,0.0205576308347359
2477,Highway 6,King's Highway 6,6,208,412753,130000,0.0468820259046713
2478,Highway 6,Sir John Cres,6,179,412753,130000,0.0482352384692925
2479,9th Ave E,King's Highway 6,6,0,0,0,0.00388556087274066
2480,Hwy 26, ,26,230,27162,92000,0.0345805149679912
2481,Hwy 26, ,26,230,27162,92000,0.0170913084630165
2482,Ontario St,King's Highway 7,7,0,0,0,0.000393127205849639
2483,County Road 33,Highway 33,33,0,0,0,0.00487010857495091
2484,Yonge St,County Road 1,11,0,0,0,0.00507760975834606
2485,Beckwith St N, ,15,0,0,0,0.00418174709150933
2486,Hwy 9,Highway 9,9,1096,7334958,9365000,0.0147952118287467
2487,Yonge St, ,11,0,0,0,0.0031817871959383
2488,Highway 48,King's Highway 48,48,616,397695,2211000,0.0144392114496081
2489,Hwy 9, ,9,199,292922,732000,0.0184081135641428
2490,County Road 109,Hwy 9,9,0,0,0,0.0233412160992747
2491,Hwy 59,King's Highway 3,3,216,1052468,1427000,0.016637145860745
2492,Loyalist Pky,County Road 33,33,0,0,0,0.013303915097213
2493,Danforth Ave,Hwy 5,5,0,0,0,0.00516120575800903
2494,Highway 7, ,7,265,1044689,1625000,0.0173544016112234
2495,Hwy 33, ,33,61,81993,130000,0.0878848195830392
2496,Hwy 9,Highway 9,9,1014,5890766,7219000,0.00660269218942031
2497,Hwy 9,Highway 9,9,1031,5890766,7219000,0.00377033654044004
2498,Highway 17, ,17,417,1858537,9156000,0.107346774300545
2499,Hwy 9, ,9,76,0,0,0.0240583107629722
2500,Hwy 9, ,9,76,0,0,0.0240336137321364
2501,Highway 11,Highway 17,17,899,9326847,58441000,0.37939139111195
2502,Highway 8,King's Highway 7,7,525,3389495,6620000,0.0250220253915809
2503,Highway 11,Highway 17,17,791,9288195,58207000,0.18218983777835
2504,Highway 584, ,584,17,0,0,0.18553881843929
2505,Highway 17, ,17,221,3074144,21023000,0.246421531802026
2506,Highway 584, ,584,0,0,0,0.0405659448529386
2507,2nd Line East, ,550,0,0,0,0.0105941359714757
2508,Highway 17, ,17,265,3074144,21023000,0.219632750501444
2509,Highway 101, ,101,89,68558,177000,0.0493143123993231
2510,Highway 547, ,547,16,0,0,0.036215132786779
2511,Highway 24, ,24,452,1037509,4238000,0.00566135476788311
2512,Highway 28, ,28,301,445652,128000,0.0107891331686486
2513,Highway 7,Victoria St N,7,790,697954,3216000,0.00624254118579255
2514,County Road 2, ,2,0,0,0,0.0332961658649438
2515,Lakeview Drive, ,17,0,0,0,0.0268282095463303
2516,Stewart St, ,60,0,0,0,0.0113611774644647
2517,Regional Road 20,Hwy 20,20,0,0,0,0.00419995710196757
2518,Hwy 35,King's Highway 35,35,405,1230260,5652000,0.0125459522738067
2519,Highway 118, ,118,0,0,0,0.0631706023245469
2520,Alma St,King's Highway 7,7,213,368137,492000,0.0155921514293687
2521,Lakeview Drive, ,17,0,0,0,0.00567953138370288
2522,Highway 130, ,130,20,32330,157000,0.0276255530543538
2523,County Rd 2, ,2,0,0,0,0.0623657809469549
2524,Loyalist Pky,County Road 33,33,0,0,0,0.0201967103222373
2525,Highway 64, ,64,74,125131,454000,0.17052372094302
2526,West St,Regional Road 20,20,0,0,0,0.0101140825585741
2527,Richmond St,King's Highway 4,4,0,0,0,0.00148877188630383
2528,Central Ave, ,3,0,0,0,0.00119617541669768
2529,County Rd 2, ,2,0,0,0,0.0618492617433406
2530,Hwy 9, ,9,76,0,0,0.024326106528476
2531,Highway 4,Main St,4,235,165046,237000,0.0511301422957846
2532,Highway  631, ,631,32,309975,260000,0.0535351526854647
2533,Highway  631, ,631,35,295833,248000,0.0320874534181377
2534,Highway  631, ,631,32,309975,260000,0.047603395912306
2535,Highway 663, ,663,32,83661,112000,0.0498454162228446
2536,Kingston Rd,Highway 2,2,0,0,0,0.0026595585332486
2537,Sykes St N,Hwy 26,26,259,167215,844000,0.0194486492467004
2538,Highway 108, ,108,0,0,0,0.00700558526544967
2539,Highway 529, ,529,20,57949,236000,0.0225757148397284
2540,Highway 69, ,69,608,5541802,20076000,0.0650211658270154
2541,None, ,69,585,5541802,20076000,0.0661595757319329
2542,Highway 409 W, ,409,0,0,0,0.00379939386128207
2543,Hwy 7a, ,7,370,203029,256000,0.0367105998589356
2544,Hwy 35,King's Highway 35,35,310,751766,6202000,0.00693732128777843
2545,Kingston Rd,Highway 2,2,0,0,0,0.00996851798969065
2546,Ferry St, ,20,0,0,0,0.00933140230911948
2547,Hwy 33,Bridge St,33,26,81993,130000,0.0225398170639963
2548,Highway 28, ,28,218,546618,183000,0.009356171006588
2549,Highway 118 W, ,118,162,30804,35000,0.116326446150729
2550,Union St, ,15,340,207607,9020000,0.0519143142539668
2551,Highway 518, ,518,140,0,0,0.513543419281932
2552,Hwy 33, ,33,61,81993,130000,0.055440152685189
2553,Hwy 62, ,62,192,125139,587000,0.0254614078197833
2554,County Road 2, ,2,0,0,0,0.0151731913369365
2555,Highway 6,King's Highway 6,6,285,946100,2020000,0.029727486737606
2556,Highway 522, ,522,19,0,0,0.0525521351600646
2557,Highway 6, ,6,186,792228,2676000,0.0228047265127082
2558,Highway 35, ,35,76,122679,185000,0.00863981706903353
2559,Highway 141, ,141,109,492499,481000,0.00212525571766854
2560,Hwy 17, ,17,90,38191,6000,0.0339945602946444
2561,Highway 144, ,144,271,617689,543000,0.0359278592018666
2562,None, ,656,9,0,0,0.00573067338902945
2563,Highway 607, ,607,33,120127,415000,0.0386543087665049
2564,Highway 522, ,522,19,0,0,0.0238689541367699
2565,Highway 108, ,108,163,351522,2054000,0.0226701340994386
2566,Imperial Street North, ,553,2,0,0,0.0171898832981295
2567,Rimi Lake Road,Hwy 581,581,97,0,0,0.0333441228339552
2568,Regional Road 54,Hwy 58,58,0,0,0,0.00605265314875837
2569,Clifton Hill, ,20,0,0,0,0.00342990620777954
2570,Hwy 60, ,60,142,327922,848000,0.0361993506662682
2571,Prince Charles Dr,Regional Road 54,58,0,0,0,0.0023073629516884
2572,Highway 547, ,547,16,0,0,0.00344720503989832
2573,Highway 11, ,11,251,326076,860000,0.13328921941974
2574,Highway 611, ,611,27,0,0,0.12876828188915
2575,Highway 11, ,11,0,0,0,0.0264643449206611
2576,Talbot Line,King's Highway 3,3,339,921862,4531000,0.0182304550467599
2577,Plank Rd,County Road 19,19,0,0,0,0.0248425305310723
2578,Plank Line,King's Highway 19,19,397,2281746,5031000,0.0054780955615444
2579,Regional Hwy 19,Hwy 19,19,0,0,0,0.0298833403677488
2580,Highway 21,Bluewater Hwy,21,243,165416,1719000,0.01200339285725
2581,Essa Rd,Hwy 27,11,0,0,0,0.00311032656844137
2582,Highway 401 E,Macdonald-Cartier Fwy E,401,0,0,0,0.000125208633930595
2583,Highway 7,Tc Highway,7,468,5200147,2507000,0.0168830740206783
2584,Loyalist Pky,County Road 33,33,0,0,0,0.00415069055070324
2585,Hwy 60, ,60,226,246358,765000,0.0338831947164681
2586,Highway 6,King's Highway 6,6,182,540416,2318000,0.0176800300646518
2587,County Road 19,Hwy 19,19,0,0,0,0.00735713372752393
2588,Essa Rd,Hwy 27,11,0,0,0,0.0138749164207113
2589,Highway 579, ,579,18,0,0,0.196947629351042
2590,County Road 2,Highway 2,2,0,0,0,0.00524806674253636
2591,Highway 40, ,40,303,2492881,2482000,0.0123985261030013
2592,Highway 35, ,35,189,78659,127000,0.00432645916410268
2593,Norman Drive, ,596,0,0,0,0.0190035470310472
2594,Highway 584, ,584,0,0,0,0.0409865565384608
2595,McIrvine Road, ,602,2,0,0,0.13526080462295
2596,Highway 105, ,105,160,28596,114000,0.130530618609181
2597,County Road 2, ,2,0,0,0,0.0113339767007874
2598,Highway 17, ,17,283,3225956,21136000,0.126751738029846
2599,Hwy 6,King's Highway 6,6,429,724954,3024000,0.0412479010150709
2600,Highway 101, ,101,11,15977,82000,0.256166080610517
2601,Loyalist Pky,County Road 33,33,0,0,0,0.0238148344485644
2602,Hwy 587, ,587,0,0,0,0.0122993532265359
2603,Highway 584, ,584,28,0,0,0.077507384081397
2604,Highway 602, ,602,2,0,0,0.163698520810232
2605,Highway 519, ,519,49,0,0,0.138350539979817
2606,Highway 17a, ,17,851,7840600,52768000,0.0814742137665651
2607,Highway 596, ,596,21,0,0,0.118211434107266
2608,None, ,613,26,0,0,0.272876373705969
2609,Highway 621, ,621,18,0,0,0.132893868805493
2610,Highway 17, ,17,624,6732524,37594000,0.283756520479649
2611,Airport Road, ,601,15,0,0,0.182118551425535
2612,Highway 599, ,599,16,77587,301000,0.0325975755890451
2613,Highway 77, ,77,220,1286498,2647000,0.0131002972925285
2614,County Road 3,Talbot Rd,3,0,0,0,0.028413570499522
2615,Talbot Trail,County Road 3,3,0,0,0,0.0266871096061749
2616,Highway 599, ,599,16,88008,416000,0.246294139712811
2617,Highway 588, ,588,31,103565,76000,0.173861598893007
2618,Highway 599, ,599,18,88008,416000,0.0409866515431484
2619,Highway 11, ,11,161,468476,1887000,0.269825833885906
2620,Peter Drive, ,580,12,0,0,0.157455316694218
2621,Highway 643, ,643,19,0,0,0.242141157734248
2622,Highway 556, ,556,138,290876,157000,0.0491768283087049
2623,Highway 17, ,17,110,0,0,0.0355900021742022
2624,Highway 17, ,17,265,3074144,21023000,0.0873405405526027
2625,Highway 552 E, ,552,22,0,0,0.118450755426321
2626,Highway 17, ,17,284,3175236,21112000,0.184103295012445
2627,Loudon Rd,King's Highway 4,4,425,459177,644000,0.0335395205514557
2628,Bayfield Main St S,King's Highway 21,21,133,102940,538000,0.0258591395579955
2629,Highway 519, ,519,49,0,0,0.0257379877198851
2630,Highway 542a, ,542001,9,0,0,0.0306237200442442
2631,Highway 542, ,542,62,0,0,0.0149279819920294
2632,Lakeshore Rd,King's Highway 21,21,272,796538,2409000,0.0153798545493839
2633,Highway 8,King's Highway 7,7,353,3728752,7413000,0.0254775679718694
2634,Talbot Line,County Road 3,3,0,0,0,0.0205984333396232
2635,Highway  631, ,631,35,295833,248000,0.110232097581969
2636,Highway  631, ,631,32,309975,260000,0.0542087475310722
2637,Modeland Rd,King's Highway 40,40,854,1889895,2209000,0.0245473155255803
2638,Highway  631, ,631,32,309975,260000,0.154673876839115
2639,Highway 804, ,804,3,0,0,0.261152201398639
2640,Highway 125, ,125,25,0,0,0.161920592711568
2641,Highway 569, ,569,30,0,0,0.298601922261932
2642,Highway 66, ,66,51,287209,521000,0.211236314819512
2643,Highway 542, ,542,31,0,0,0.351358221593474
2644,Hwy 62,King's Highway 62,62,135,107591,604000,0.0203189599038672
2645,Kingston Rd,Highway 2,2,0,0,0,0.00238650371883467
2646,Highway 21, ,21,243,134619,1435000,0.0207481124322888
2647,Hwy 9, ,9,76,0,0,0.0124078840940891
2648,County Road 49,Highway 49,49,0,0,0,0.0367420374196781
2649,County Road 49,Highway 49,49,0,0,0,0.015486124432944
2650,Highway 10, ,10,197,690715,1522000,0.0029721081972416
2651,Highway 10, ,10,197,690715,1522000,0.00440365274242496
2652,Yonge St, ,11,0,0,0,0.00428886992059814
2653,Highway 7, ,7,261,1694699,1753000,0.0183149439137724
2654,Highway 7a, ,7,521,701768,1090000,0.00290246890044525
2655,Highway 12 & 48, ,12,348,1331452,3145000,0.0239938081287967
2656,Highway 10, ,10,386,1175878,2503000,0.0254767565839889
2657,Highway 10, ,10,314,1069471,2610000,0.0229379803011577
2658,Hwy 89, ,89,322,1434572,4237000,0.00949491107759877
2659,Highway 10, ,10,314,1069471,2610000,0.0160172895104058
2660,Highway 10, ,10,314,1069471,2610000,0.00693208086389787
2661,County Road 21,Hwy 21,21,0,0,0,0.00214623430315312
2662,Base Line,County Road 21,21,0,0,0,0.0089560449549227
2663,Base Line,County Road 21,21,0,0,0,0.00493784378611552
2664,County Road 2, ,2,0,0,0,0.000899633814413439
2665,Highway 7,Tc Highway,7,985,5893383,2875000,0.000135793961577061
2666,Highway 21,Bluewater Hwy,21,140,153613,1702000,0.0112148928957691
2667,Ottawa St E, ,7,274,3465569,2047000,0.0201581202946779
2668,Hwy 89, ,89,639,2121479,9551000,0.00237334272958576
2669,Dundas St E,County Road 2,2,0,0,0,0.00172462314722525
2670,Talbot Rd,King's Highway 3,3,741,487184,1518000,0.0303155675539932
2671,Dundas St W,King's Highway 62,62,0,0,0,0.00185231891581727
2672,County Road 2, ,2,0,0,0,0.0311916365553251
2673,Forks Rd,King's Highway 3,3,259,2047828,2866000,0.000271046121534218
2674,Hwy 62, ,62,90,76696,234000,0.0175449327692129
2675,Norfolk St N,King's Highway 24,24,0,0,0,0.00339610908304621
2676,Norfolk St N,Regional Road 24,24,0,0,0,0.00209025572307347
2677,Hwy 9,Highway 9,9,1094,3351391,5157000,0.00860272954658479
2678,Bath Rd, ,33,134,241623,355000,0.00528282465550211
2679,Highway 21, ,21,245,260763,2122000,0.0202385726898553
2680,Hwy 132, ,132,161,138502,175000,0.0106667972189949
2681,Highway 21, ,21,236,134619,1435000,0.0207605193109022
2682,Highway 21, ,21,236,134619,1435000,0.0201694105016658
2683,Highway 21, ,21,236,134619,1435000,0.020635411013692
2684,First St,Hwy 26,26,375,667736,1691000,0.0159112382773097
2685,Highway 11,Highway 17,17,774,2835226,11585000,0.0142701267799036
2686,Highway 6,King's Highway 6,6,228,433897,721000,0.0131703103466658
2687,Hwy 26, ,26,236,24523,43000,0.0146446662971111
2688,Hwy 89, ,89,681,1731712,5002000,0.014727143930562
2689,Highway 10,Hwy 24,10,780,3675423,8291000,0.0158680053358178
2690,Lambton Line,County Road 21,21,0,0,0,0.016993476673661
2691,Oil Heritage Rd,County Road 21,21,0,0,0,0.0278100160569475
2692,Hwy 35,King's Highway 35,35,225,696393,2502000,0.0140763464522496
2693,Hwy 35,King's Highway 35,35,409,1065127,5683000,0.00107890502637353
2694,Highway 35, ,35,189,78659,127000,0.0132365302786803
2695,Danforth Ave,Hwy 5,5,0,0,0,0.0013536437308398
2696,Highway 10,Hwy 24,10,612,3066848,4103000,0.000823408768449356
2697,Highway 10,Hwy 24,10,780,3675423,8291000,0.000907428906289059
2698,Highway 10,Hwy 24,10,612,3066848,4103000,0.0278240811098556
2699,Hwy 89, ,89,683,1731712,5002000,0.0157445528138015
2700,County Road 17,Hwy 21,21,0,0,0,0.0144035040493633
2701,County Road 21,Hwy 21,21,0,0,0,0.00462988212873258
2702,Hwy 89, ,89,681,1731712,5002000,0.00409870883308464
2703,Hwy 89,Concession Road 2,89,633,2042667,9524000,0.001983714697239
2704,Hwy 89,Concession Road 3,89,633,2042667,9524000,0.00362231520964779
2705,Hwy 9,Highway 9,9,1093,7334958,9365000,0.00180531118424656
2706,Hwy 89, ,89,351,1025685,2124000,0.0160923425873057
2707,Highway 6,King's Highway 6,6,247,663955,1455000,0.0165496256973813
2708,Queen St W,Hwy 89,89,165,985031,980000,0.00919128518618306
2709,Hwy 26, ,26,0,0,0,0.00450146638391865
2710,Hwy 26, ,26,469,1053036,971000,0.016782390904172
2711,Highway 11, ,11,193,468918,442000,0.0909454729313667
2712,Hwy 89, ,89,967,1574919,4126000,0.0143512022396399
2713,Hwy 26, ,26,375,667736,1691000,0.0169271311568537
2714,Hwy 37, ,37,167,1325835,3873000,0.00249221756154972
2715,Norfolk St N,King's Highway 24,24,349,660969,740000,0.0128817215425267
2716,Hwy 26,Highway 26,26,287,972284,3557000,0.0289091059174625
2717,Hwy 6,Hamilton Plank Rd,6,262,11506,25000,0.00577471726908568
2718,Hwy 26, ,26,298,974374,3559000,0.00289157385414079
2719,Hwy 26,Highway 26,26,272,1131093,4257000,0.020261140590112
2720,Young St,Hwy 89,89,487,3707685,17007000,0.00866065456047444
2721,Hwy 89,Young St,89,487,3707685,17007000,0.0019010274343189
2722,Hwy 89, ,89,652,2299992,6818000,0.00169460045728578
2723,Highway 7,Tc Highway,7,310,759949,1056000,0.031105940550171
2724,Highway 7,Tc Highway,7,310,759949,1056000,0.0297307641476002
2725,Victoria St E,Hwy 89,89,0,0,0,0.0183609248764714
2726,Victoria St W,Hwy 89,89,0,0,0,0.00974546831637687
2727,Victoria St E,Hwy 89,89,0,0,0,0.00745188393109142
2728,Young St,Hwy 89,89,0,0,0,0.00437894770852999
2729,Victoria St E,Hwy 89,89,395,1674845,10727000,0.0124684542483488
2730,Highway 17, ,17,666,3294726,14719000,0.0199072365746569
2731,Victoria St E,Hwy 89,89,0,0,0,0.00251707867459622
2732,Highway 7,Tc Highway,7,321,759949,1056000,0.0105222730795586
2733,Highway 7,Tc Highway,7,321,759949,1056000,0.00102593860050053
2734,Highway 7,Tc Highway,7,321,759949,1056000,0.00932473223348195
2735,Highway 35,Highway 35,35,444,563130,1543000,0.00151305023046637
2736,Hwy 89, ,89,383,1623947,10686000,0.0168302227074629
2737,Hwy 93,Penetanguishene Rd,93,209,1478987,3401000,0.000163049072399943
2738,County Road 49,Highway 49,49,0,0,0,0.000169955017619321
2739,Hwy 26, ,26,763,5896891,7643000,0.01470824304219
2740,Highway 35, ,35,197,111452,127000,0.000744699939602662
2741,Hwy 26, ,26,763,5896891,7643000,0.0142579477312887
2742,Hwy 26, ,26,686,2096568,4958000,0.00746093621192855
2743,Hwy 26, ,26,695,3461007,5632000,0.00139145997285915
2744,Bayfield St,Hwy 26,11,0,0,0,0.00396444634368258
2745,Hwy 26,Hwy 27,26,0,0,0,0.000193876249182565
2746,Hwy 26,Hwy 27,11,0,0,0,0.000983563419386014
2747,Bayfield St,Hwy 26,11,0,0,0,0.00202460916723823
2748,Bayfield St,Hwy 26,26,368,1237366,3763000,0.0244571688207096
2749,Bayfield St,Hwy 26,26,0,0,0,0.00685772678461049
2750,Talbot Rd E,County Road 34,3,0,0,0,0.0164747243654296
2751,Hwy 26, ,26,686,2096568,4958000,0.0116543611356253
2752,Hwy 26, ,26,686,2096568,4958000,0.0138890577291468
2753,Hwy 93,Penetanguishene Rd,93,0,0,0,0.000757429805314012
2754,Hwy 93,Penetanguishene Rd,93,209,1478987,3401000,0.00246234238075671
2755,Hwy 93,Penetanguishene Rd,93,209,1478987,3401000,0.00643039444423005
2756,Highway 12, ,12,571,4315789,1846000,0.00392471288194535
2757,Hwy 93,Penetanguishene Rd,93,209,1478987,3401000,0.00167146503164652
2758,Hwy 93,Penetanguishene Rd,93,209,1478987,3401000,0.00103217422562494
2759,Hwy 93,Penetanguishene Rd,93,209,1478987,3401000,0.000256601200333831
2760,Highway 118, ,118,0,0,0,0.0650768679715717
2761,Highway 35,King's Highway 35,35,444,563130,1543000,0.0050666525634722
2762,Kent St W,King's Highway 35,35,265,315629,282000,0.000943685957315902
2763,Hwy 93, ,93,339,1232979,3275000,0.000848908475676857
2764,Highway 12, ,12,508,884293,2760000,0.00254428457526687
2765,Highway 12, ,12,363,811443,998000,0.00257724096815512
2766,Highway 12, ,12,367,789587,771000,0.000552611979572519
2767,Hwy 93,Penetanguishene Rd,93,228,1180930,3297000,0.0181827358676395
2768,Hwy 93,Penetanguishene Rd,93,228,1180930,3297000,0.00894003653010294
2769,Highway 12, ,12,425,694045,804000,0.017823499722978
2770,Shebeshekong Road, ,7182,6,45934,301000,0.0771331815003285
2771,Highway 77, ,77,220,1286498,2647000,0.00934849262360717
2772,Highway 144, ,144,570,807782,766000,0.00138352095537596
2773,Highway 144, ,144,570,807782,766000,0.00508912533901475
2774,Northwest Bypass, ,144,304,758282,825000,0.000895198302076269
2775,Highway 40,Mcnaughton Ave,40,0,0,0,0.000787052096138311
2776,Highway 40, ,40,269,2788430,2481000,0.0124054432965402
2777,Highway 40, ,40,303,2789865,2483000,0.0123075973195488
2778,Highway 40, ,40,232,2171797,2361000,0.0123246603435184
2779,Talbot Line,King's Highway 3,3,243,1324384,2631000,0.0192340349546119
2780,Talbot Line,King's Highway 3,3,243,1324384,2631000,0.0101773532869063
2781,Hwy 35,King's Highway 35,35,390,1065127,5683000,0.0278218118993686
2782,Highway 7,Tc Highway,7,286,505121,865000,0.00786973864557403
2783,Highway 7,Tc Highway,7,276,527823,968000,0.017288265835974
2784,Talbot Line,King's Highway 3,3,243,1324384,2631000,0.00186200403651885
2785,Highway 17 E, ,17,705,2099691,10033000,0.00179823385576728
2786,Highway 17, ,17,1023,1765024,8205000,0.0010805785850743
2787,Highway 17 E, ,17,678,2003710,9722000,0.00406026490255022
2788,Highway 17 E, ,17,1042,2780500,13497000,0.00404074965397257
2789,Hwy 9,Highway 9,9,1021,5405428,6972000,0.0144844305305991
2790,Highway 21, ,21,232,240593,2276000,0.026835402440954
2791,Highway 21, ,21,235,134619,1435000,0.0201944920974653
2792,Highway 21, ,21,221,260763,2122000,0.0182105438745597
2793,Highway 21, ,21,147,134366,1434000,0.0203237334461893
2794,Hwy 27, ,27,0,0,0,0.00468911601007539
2795,Bloor St W,Hwy 5,5,0,0,0,0.00386682265145995
2796,Highway 6,King's Highway 6,6,210,564635,1744000,0.0338128881877577
2797,Highway 6,King's Highway 6,6,159,510413,890000,0.0168794174431553
2798,10th St W,King's Highway 6,6,417,160343,841000,0.0012895304509762
2799,Highway 6,Berford St,6,209,291707,817000,0.00457569833120957
2800,Elm St,King's Highway 6,6,209,291707,817000,0.0183863841637082
2801,Highway 10,Hwy 89,89,322,1434572,4237000,0.0166747774695473
2802,Highway 10, ,10,197,690715,1522000,0.0230688718177642
2803,County Road 33,Highway 33,33,0,0,0,0.0166979820709484
2804,Pinnacle St,King's Highway 62,62,0,0,0,0.0023324852051232
2805,Highway 21, ,21,147,134366,1434000,0.0203375681132017
2806,Highway 21, ,21,147,134366,1434000,0.00137867944058842
2807,Highway 21, ,21,147,134366,1434000,0.00349255640011423
2808,Talbot Line,King's Highway 3,3,196,1377428,3323000,0.0126382887292631
2809,Highway 21, ,21,191,134619,1435000,0.0120960116208678
2810,Highway 21, ,21,191,134619,1435000,0.0200987451530835
